source_name_abbr,CHEMICAL,reported_chemical_name,reported_casrn,X,substanceid,withoutparenthetical,parenthetical
usgs,,"Count, species 25-30 mm size class",,NA,NA,"Count, species 25-30 mm size class",
usgs,,"Count, species 30-35 mm size class",,NA,NA,"Count, species 30-35 mm size class",
usgs,,"Grain size, clay (<2 um)",,NA,NA,"Grain size, clay ",Y/Nchoice list
usgs,,"Grain size, coarse sand (>=630 to 2000 um)",,NA,NA,"Grain size, coarse sand ",choice list
usgs,,"Grain size, coarse silt (>=20 to 63 um)",,NA,NA,"Grain size, coarse silt ",Y/Nchoice list
usgs,,"Grain size, fine gravel and larger (>=2000 um)",,NA,NA,"Grain size, fine gravel and larger ",
usgs,,"Grain size, fine sand (>=63 to 200 um)",,NA,NA,"Grain size, fine sand ",
usgs,,"Grain size, fine silt (>=2 to 6.3 um)",,NA,NA,"Grain size, fine silt ",
usgs,,"Grain size, medium sand (>=200 to 630 um)",,NA,NA,"Grain size, medium sand ",
usgs,,"Grain size, medium silt (>=6.3 to 20 um)",,NA,NA,"Grain size, medium silt ",
usgs,,Precipitation 48hr prior to monitoring event amount,,NA,NA,Precipitation 48hr prior to monitoring event amount,2;2-Dibromovinyl
usgs,1,"1,3-Dimethyladamantane",,NA,NA,"1,3-Dimethyladamantane",
usgs,1,Bromoethane,,NA,NA,Bromoethane,
usgs,1,Terpineol,,NA,NA,Terpineol,PCB 101
usgs,1,Ethylene glycol monobutyl ether,,NA,NA,Ethylene glycol monobutyl ether,
usgs,1,Bensulide,,NA,NA,Bensulide,H
usgs,1,Cyantraniliprole,,NA,NA,Cyantraniliprole,
usgs,1,Tolfenpyrad,,NA,NA,Tolfenpyrad,
usgs,1,5-Hydroxyimidacloprid,,NA,NA,5-Hydroxyimidacloprid,%
usgs,1,Imidacloprid desnitro-olefin,,NA,NA,Imidacloprid desnitro-olefin,C10-C28
usgs,1,Imidacloprid desnitro-olefin hydrochloride,,NA,NA,Imidacloprid desnitro-olefin hydrochloride,
usgs,1,Imidacloprid-urea,,NA,NA,Imidacloprid-urea,
usgs,1,Dinotefuran DN,,NA,NA,Dinotefuran DN,
usgs,1,Dinotefuran UF,,NA,NA,Dinotefuran UF,
usgs,1,Imidacloprid-olefin,,NA,NA,Imidacloprid-olefin,
usgs,1,Nithiazine,,NA,NA,Nithiazine,TSP
usgs,1,2-Aminobenzothiazole,,NA,NA,2-Aminobenzothiazole,
usgs,1,2(3H)-Benzothiazolone,,NA,NA,2-Benzothiazolone,choice list
usgs,1,Benzothiazole,,NA,NA,Benzothiazole,"3,4-dibromophenoxy"
usgs,1,"5,6-Dimethylbenzotriazole",,NA,NA,"5,6-Dimethylbenzotriazole",
usgs,1,C5-C8 Aliphatics,,NA,NA,C5-C8 Aliphatics,
usgs,1,C9-C12 Aliphatics,,NA,NA,C9-C12 Aliphatics,
usgs,1,"Hydrocarbons, total purgeable",,NA,NA,"Hydrocarbons, total purgeable",
usgs,1,Fluoroethyldiaminotriazine (FDAT),,NA,NA,Fluoroethyldiaminotriazine ,
usgs,,Precipitation 36hr prior to monitoring event amount,,NA,NA,Precipitation 36hr prior to monitoring event amount,2;2-Dichlorovinyl
usgs,1,PCB-141/179,,NA,NA,PCB-141/179,
usgs,1,PCB-157/173/201,,NA,NA,PCB-157/173/201,
usgs,1,PCB-22/51,,NA,NA,PCB-22/51,alpha
usgs,1,PCB-41/64,,NA,NA,PCB-41/64,
usgs,1,PCB-47/75,,NA,NA,PCB-47/75,pH
usgs,1,PCB-55/91,,NA,NA,PCB-55/91,
usgs,1,PCB-80/95,,NA,NA,PCB-80/95,
usgs,,Hydrophilic fraction of organic carbon,,NA,NA,Hydrophilic fraction of organic carbon,
usgs,,Transphilic fraction of organic carbon,,NA,NA,Transphilic fraction of organic carbon,
usgs,1,Cyazofamid,,NA,NA,Cyazofamid,
usgs,1,Cymoxanil,,NA,NA,Cymoxanil,
usgs,1,Desthio-prothioconazole,,NA,NA,Desthio-prothioconazole,
usgs,1,Ethaboxam,,NA,NA,Ethaboxam,
usgs,1,Penoxsulam,,NA,NA,Penoxsulam,
usgs,1,Domoic acid,,NA,NA,Domoic acid,
usgs,1,Microcystin HtYR,,NA,NA,Microcystin HtYR,
usgs,1,Microcystin LY,,NA,NA,Microcystin LY,
usgs,1,Isopropanol,,NA,NA,Isopropanol,
usgs,1,"Acidity, total, phenolphthalein (as CaCO3)",,NA,NA,"Acidity, total, phenolphthalein ",
usgs,1,"Acidity, mineral methyl orange (as CaCO3)",,NA,NA,"Acidity, mineral methyl orange ",E
usgs,,Sediment Oxygen Demand,,NA,NA,Sediment Oxygen Demand,
usgs,1,"Tricyclo[3.3.1.13,7]decane",,NA,NA,"Tricyclo[3.3.1.13,7]decane",4-methoxy-6-methyl-135-triazin-2-yl
usgs,,SUVA (SPECIFIC ULTRAVIOLET ABSORBANCE),,NA,NA,SUVA ,
usgs,,"Temperature, sediment",,NA,NA,"Temperature, sediment",
usgs,1,BZ#001L,,NA,NA,BZ#001L,
usgs,1,BZ#003L,,NA,NA,BZ#003L,
usgs,1,BZ#004L,,NA,NA,BZ#004L,
usgs,1,BZ#015L,,NA,NA,BZ#015L,
usgs,1,BZ#019L,,NA,NA,BZ#019L,
usgs,1,BZ#028L,,NA,NA,BZ#028L,
usgs,1,BZ#037L,,NA,NA,BZ#037L,
usgs,1,BZ#054L,,NA,NA,BZ#054L,
usgs,1,BZ#104L,,NA,NA,BZ#104L,
usgs,1,BZ#105L,,NA,NA,BZ#105L,
usgs,1,BZ#111L,,NA,NA,BZ#111L,
usgs,1,BZ#114L,,NA,NA,BZ#114L,
usgs,1,BZ#118L,,NA,NA,BZ#118L,FPOM
usgs,1,BZ#123L,,NA,NA,BZ#123L,
usgs,1,BZ#155L,,NA,NA,BZ#155L,
usgs,1,BZ#156L,,NA,NA,BZ#156L,
usgs,1,BZ#157L,,NA,NA,BZ#157L,
usgs,1,BZ#167L,,NA,NA,BZ#167L,
usgs,1,BZ#178L,,NA,NA,BZ#178L,
usgs,1,BZ#188L,,NA,NA,BZ#188L,
usgs,1,BZ#189L,,NA,NA,BZ#189L,
usgs,1,BZ#202L,,NA,NA,BZ#202L,
usgs,1,BZ#205L,,NA,NA,BZ#205L,
usgs,1,BZ#206L,,NA,NA,BZ#206L,
usgs,1,BZ#208L,,NA,NA,BZ#208L,
usgs,1,BZ#209L,,NA,NA,BZ#209L,
usgs,1,PCB-131/165,,NA,NA,PCB-131/165,
usgs,1,PCB-47/48/75,,NA,NA,PCB-47/48/75,
usgs,1,Propionic acid,,NA,NA,Propionic acid,MBzPcreatinine corrected
usgs,1,"1,4-Difluorobenzene",,NA,NA,"1,4-Difluorobenzene",
usgs,1,2-(Methylthio)benzothiazole,,NA,NA,2-benzothiazole,choice list
usgs,1,4-Hydroxybenzotriazole,,NA,NA,4-Hydroxybenzotriazole,choice list
usgs,1,4-Methylbenzotriazole,,NA,NA,4-Methylbenzotriazole,
usgs,1,C11-C22 Aromatics,,NA,NA,C11-C22 Aromatics,
usgs,1,C19-C36 Aliphatics,,NA,NA,C19-C36 Aliphatics,4-piperidinyl
usgs,1,"1,2,3,4,5,6-Hexachlorocyclohexane",,NA,NA,"1,2,3,4,5,6-Hexachlorocyclohexane",
usgs,1,Flupyradifurone,,NA,NA,Flupyradifurone,
usgs,1,Trenbolone,,NA,NA,Trenbolone,
usgs,1,1-Propanol,,NA,NA,1-Propanol,
usgs,,USDA Soil Texture Classification (choice list),,NA,NA,USDA Soil Texture Classification ,
usgs,1,Nodularin,,NA,NA,Nodularin,TSP
usgs,1,Okadaic acid,,NA,NA,Okadaic acid,
usgs,1,"Fuel, Diesel Range (C10-C28)",,NA,NA,"Fuel, Diesel Range ",
usgs,1,PCB-115/87,,NA,NA,PCB-115/87,
usgs,1,"1H-Benzotriazole, 5-chloro-",,NA,NA,"1H-Benzotriazole, 5-chloro-",
usgs,1,Microcystin WR,,NA,NA,Microcystin WR,
usgs,1,Anabaena,,NA,NA,Anabaena,
usgs,1,Benzotrifluoride,,NA,NA,Benzotrifluoride,
usgs,1,"Octane, 1-chloro-",,NA,NA,"Octane, 1-chloro-",
usgs,1,"Carbon Dioxide, fixed CO2",,NA,NA,"Carbon Dioxide, fixed CO2",
usgs,1,Parlar 26,,NA,NA,Parlar 26,CB60
usgs,1,PCB-117/116/85/110/115,,NA,NA,PCB-117/116/85/110/115,2-ethylhexyl
usgs,1,PCB-137/164,,NA,NA,PCB-137/164,
usgs,1,Bisphenol F-d10,,NA,NA,Bisphenol F-d10,
usgs,1,"Bisphenol S-2,2',3,3',5,5',6,6'-d8",,NA,NA,"Bisphenol S-2,2',3,3',5,5',6,6'-d8",
usgs,1,"4,4'-Bisphenol F",,NA,NA,"4,4'-Bisphenol F",
usgs,1,PCB-138/158,,NA,NA,PCB-138/158,
usgs,1,Phosphated pesticides,,NA,NA,Phosphated pesticides,creatinine corrected
usgs,1,4-Chloro-3-nitrobenzotrifluoride,,NA,NA,4-Chloro-3-nitrobenzotrifluoride,
usgs,,"Substrate - cobbles, medium",,NA,NA,"Substrate - cobbles, medium",
usgs,,Stream velocity (choice list),,NA,NA,Stream velocity ,
usgs,,"Discharge, Mine",,NA,NA,"Discharge, Mine",
usgs,1,Microcystin LW,,NA,NA,Microcystin LW,
usgs,1,"Fuel, Gasoline Range (C10-C28)",,NA,NA,"Fuel, Gasoline Range ",
usgs,1,PCB congener 202-13C12,,NA,NA,PCB congener 202-13C12,
usgs,1,Dichlorophenol,,NA,NA,Dichlorophenol,
usgs,1,"4,6-Dichloro-o-cresol",,NA,NA,"4,6-Dichloro-o-cresol",
usgs,1,Microcystin LF,,NA,NA,Microcystin LF,
usgs,1,C9-C10 Aromatics,,NA,NA,C9-C10 Aromatics,
usgs,1,Sodium methyldithiocarbamate,,NA,NA,Sodium methyldithiocarbamate,DOP
usgs,1,2-Octanone,,NA,NA,2-Octanone,
usgs,1,"2,6-Di-tert-butylphenol",,NA,NA,"2,6-Di-tert-butylphenol",
usgs,1,Bisphenol S,,NA,NA,Bisphenol S,
usgs,1,P-Chlorophenol,,NA,NA,P-Chlorophenol,
usgs,,"Number of individuals***retired***use Individuals examined, actual number",,NA,NA,"Number of individuals***retired***use Individuals examined, actual number",
usgs,1,Sulfur dioxide,,NA,NA,Sulfur dioxide,DiNP
usgs,1,"Octadecane, 1-chloro-",,NA,NA,"Octadecane, 1-chloro-",
usgs,1,Methyl mercaptan,,NA,NA,Methyl mercaptan,
usgs,1,Bromate,,NA,NA,Bromate,
usgs,,Substrate - clay/fine partic. org. matt.,,NA,NA,Substrate - clay/fine partic. org. matt.,2-hydroxy-4-methoxyphenyl
usgs,1,Inorganic nitrogen (nitrate and nitrite) as N,,NA,NA,Inorganic nitrogen  as N,
usgs,1,Orthophosphate as PO4,,NA,NA,Orthophosphate as PO4,
usgs,1,Cyclohexene,,NA,NA,Cyclohexene,
usgs,1,Argon-36,,NA,NA,Argon-36,
usgs,1,Neon-22,,NA,NA,Neon-22,TSP
usgs,1,Xenon-124,,NA,NA,Xenon-124,
usgs,1,Xenon-128,,NA,NA,Xenon-128,
usgs,1,Xenon-130,,NA,NA,Xenon-130,
usgs,1,Xenon-131,,NA,NA,Xenon-131,
usgs,1,Xenon-132,,NA,NA,Xenon-132,
usgs,1,Xenon-134,,NA,NA,Xenon-134,
usgs,1,Xenon-136,,NA,NA,Xenon-136,
usgs,1,Krypton-78,,NA,NA,Krypton-78,
usgs,1,Krypton-80,,NA,NA,Krypton-80,
usgs,1,Krypton-82,,NA,NA,Krypton-82,
usgs,1,Krypton-83,,NA,NA,Krypton-83,
usgs,1,Krypton-86,,NA,NA,Krypton-86,
usgs,1,Guanylurea,,NA,NA,Guanylurea,
usgs,1,Hexamethylenetetramine,,NA,NA,Hexamethylenetetramine,
usgs,1,Ractopamine,,NA,NA,Ractopamine,1-Naphtholcreatinine corrected
usgs,1,Oxathiapiprolin,,NA,NA,Oxathiapiprolin,mean or individualin combination with matrx
usgs,1,Penthiopyrad,,NA,NA,Penthiopyrad,
usgs,1,Sulfoxaflor,,NA,NA,Sulfoxaflor,carboxyoctylMCOP
usgs,1,"Lithium-7/lithium-6, ratio",,NA,NA,"Lithium-7/lithium-6, ratio",
usgs,1,Acetic acid,,NA,NA,Acetic acid,
usgs,1,Butyric acid,,NA,NA,Butyric acid,
usgs,1,Lactic Acid,,NA,NA,Lactic Acid,
usgs,1,Formic acid,,NA,NA,Formic acid,
usgs,1,"Propanoic Acid, 2-Oxo-",,NA,NA,"Propanoic Acid, 2-Oxo-",creatinine corrected
usgs,1,Benzovindiflupyr,,NA,NA,Benzovindiflupyr,
usgs,1,Imidacloprid urea,,NA,NA,Imidacloprid urea,
usgs,,Gamma radiation,,NA,NA,Gamma radiation,
usgs,1,m-Ethyltoluene,,NA,NA,m-Ethyltoluene,
usgs,,Evaporation,,NA,NA,Evaporation,
usgs,1,Planktothrix,,NA,NA,Planktothrix,creatinine corrected
usgs,1,Sulfur-34,,NA,NA,Sulfur-34,
usgs,1,Microcystin HiLR,,NA,NA,Microcystin HiLR,
usgs,,Volume Storage,,NA,NA,Volume Storage,TCDF
usgs,1,AB-PINACA 4-hydroxypentyl,,NA,NA,AB-PINACA 4-hydroxypentyl,
usgs,1,Isatidine,,NA,NA,Isatidine,
usgs,1,Monocrotaline,,NA,NA,Monocrotaline,
usgs,1,Monocrotaline N-oxide,,NA,NA,Monocrotaline N-oxide,
usgs,1,Retrorsine,,NA,NA,Retrorsine,
usgs,1,Ritonavir,,NA,NA,Ritonavir,
usgs,1,Senecionine,,NA,NA,Senecionine,PFHxS
usgs,1,Senecionine N-oxide,,NA,NA,Senecionine N-oxide,MMP
usgs,1,Seneciphylline,,NA,NA,Seneciphylline,
usgs,1,Seneciphylline N-oxide,,NA,NA,Seneciphylline N-oxide,parlar 50
usgs,,"Residue, Total",,NA,NA,"Residue, Total",
usgs,,Horizontal Secchi Disk,,NA,NA,Horizontal Secchi Disk,
usgs,1,Microcystins and nodularins,,NA,NA,Microcystins and nodularins,
usgs,,"RBP2, Stream Character, Stream Origin (choice list)",,NA,NA,"RBP2, Stream Character, Stream Origin ",MEP
usgs,,"Algae, blue-green (phylum cyanophyta) percent",,NA,NA,"Algae, blue-green  percent",
usgs,1,Dibutyltin,,NA,NA,Dibutyltin,
usgs,1,Tripropyltin chloride,,NA,NA,Tripropyltin chloride,"1.alpha.,2.alpha.,3.beta.,4.alpha.,5.beta.,6.beta."
usgs,1,"4,5-Dichloro-2-nitroaniline",,NA,NA,"4,5-Dichloro-2-nitroaniline",
usgs,1,Cinerin I,,NA,NA,Cinerin I,
usgs,1,Jasmolin I,,NA,NA,Jasmolin I,
usgs,1,Chloroxuron,,NA,NA,Chloroxuron,
usgs,1,PCB-132/161,,NA,NA,PCB-132/161,alpha-endosulfan beta-endosulfan endosulphan sulphate
usgs,1,PCB-43/49,,NA,NA,PCB-43/49,p p'p p'p p'
usgs,1,PCB-61/70,,NA,NA,PCB-61/70,
usgs,1,PCB-66/76,,NA,NA,PCB-66/76,
usgs,1,PCB-87/117/125,,NA,NA,PCB-87/117/125,
usgs,1,PCB-95/98/102,,NA,NA,PCB-95/98/102,
usgs,,Aliphatics fraction,,NA,NA,Aliphatics fraction,
usgs,,Aromatics fraction,,NA,NA,Aromatics fraction,
usgs,,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",,NA,NA,"Chlorophyll a  concentration, Cyanobacteria ",
usgs,,Wind Speed Severity (choice list),,NA,NA,Wind Speed Severity ,
usgs,,Macrophytes covering streambed (emergent and submerged) (choice list),,NA,NA,Macrophytes covering streambed  ,
usgs,,"Biomass, species 40-45 mm size class",,NA,NA,"Biomass, species 40-45 mm size class",
usgs,,"Count, species 40-45 mm size class",,NA,NA,"Count, species 40-45 mm size class",
usgs,,Wetted Width,,NA,NA,Wetted Width,
usgs,1,"Cyanide, available",,NA,NA,"Cyanide, available",
usgs,1,PCB-131/142,,NA,NA,PCB-131/142,
usgs,1,PCB-20/23,,NA,NA,PCB-20/23,
usgs,1,PCB-58/63,,NA,NA,PCB-58/63,
usgs,1,PCB-64/71/72,,NA,NA,PCB-64/71/72,
usgs,1,PCB-66/80,,NA,NA,PCB-66/80,
usgs,1,PCB-83/109,,NA,NA,PCB-83/109,
usgs,1,PCB-91/121,,NA,NA,PCB-91/121,
usgs,1,PCB-93/95/98/102,,NA,NA,PCB-93/95/98/102,
usgs,1,PCB-97/116/117,,NA,NA,PCB-97/116/117,
usgs,1,Methylseleninic Acid,,NA,NA,Methylseleninic Acid,
usgs,1,Selenocyanate,,NA,NA,Selenocyanate,
usgs,1,Selenomethionine,,NA,NA,Selenomethionine,"2,4-dichlorophenoxy2,4-D"
usgs,1,Homoanatoxin,,NA,NA,Homoanatoxin,
usgs,1,Microcystin dLR,,NA,NA,Microcystin dLR,
usgs,1,Microcystin dRR,,NA,NA,Microcystin dRR,
usgs,1,Microcystin-HilR,,NA,NA,Microcystin-HilR,
usgs,1,Microcystin-HtyR,,NA,NA,Microcystin-HtyR,
usgs,1,PCB-202/171/176,,NA,NA,PCB-202/171/176,
usgs,1,PCB-203/195,,NA,NA,PCB-203/195,
usgs,1,PCB-52/43,,NA,NA,PCB-52/43,
usgs,1,PCB-56/60/85,,NA,NA,PCB-56/60/85,
usgs,1,PCB-135/144/147/127,,NA,NA,PCB-135/144/147/127,
usgs,1,PCB-137/176/130,,NA,NA,PCB-137/176/130,
usgs,,Non-purgeable Organic Carbon (NPOC),,NA,NA,Non-purgeable Organic Carbon ,TSP
usgs,1,Buprenorphine hydrochloride,,NA,NA,Buprenorphine hydrochloride,
usgs,1,Dehydroaripiprazole hydrochloride,,NA,NA,Dehydroaripiprazole hydrochloride,
usgs,1,Dextrorphan tartrate,,NA,NA,Dextrorphan tartrate,
usgs,1,EDDP perchlorate,,NA,NA,EDDP perchlorate,
usgs,1,Hydromorphone hydrochloride,,NA,NA,Hydromorphone hydrochloride,
usgs,1,Quetiapine fumarate,,NA,NA,Quetiapine fumarate,creatinine corrected
usgs,1,Bicyclopyrone,,NA,NA,Bicyclopyrone,
usgs,1,Bicyclopyrone SYN503870,,NA,NA,Bicyclopyrone SYN503870,"2,3-dihydro-1,1,2,3,3,6-hexamethyl-1H-inden-5-yl"
usgs,1,Halauxifen acid,,NA,NA,Halauxifen acid,
usgs,1,Halauxifen-methyl,,NA,NA,Halauxifen-methyl,
usgs,1,Mandestrobin,,NA,NA,Mandestrobin,
usgs,1,Momfluorothrin,,NA,NA,Momfluorothrin,
usgs,1,PCB-108/124,,NA,NA,PCB-108/124,
usgs,1,PCB-43/73,,NA,NA,PCB-43/73,
usgs,1,PCB-86/87/97/109/119/125,,NA,NA,PCB-86/87/97/109/119/125,
usgs,1,PCB-95/93/100,,NA,NA,PCB-95/93/100,
usgs,1,PCB-98/102,,NA,NA,PCB-98/102,
usgs,1,Bromochloromethane,,NA,NA,Bromochloromethane,
usgs,1,Gas Range Organics (C6-C10),,NA,NA,Gas Range Organics ,
usgs,1,2-Pentanone,,NA,NA,2-Pentanone,
usgs,1,Eucalyptol,,NA,NA,Eucalyptol,
usgs,1,Menthol,,NA,NA,Menthol,
usgs,1,Pyraflufen-ethyl,,NA,NA,Pyraflufen-ethyl,creatinine corrected
usgs,,"Substrate - gravel, very fine",,NA,NA,"Substrate - gravel, very fine",
usgs,1,Tox,,NA,NA,Tox,
usgs,1,"Ethane, 1-chloro-1,1-difluoro-",,NA,NA,"Ethane, 1-chloro-1,1-difluoro-",
usgs,1,"7H-Dibenzo(b,g)carbazole, 7-methyl-",,NA,NA,"7H-Dibenzocarbazole, 7-methyl-",suspended
usgs,1,"Propane, 2,2-difluoro-",,NA,NA,"Propane, 2,2-difluoro-",creatinine corrected
usgs,1,Hexamethylcyclotrisiloxane,,NA,NA,Hexamethylcyclotrisiloxane,
usgs,1,Hexaldehyde,,NA,NA,Hexaldehyde,
usgs,1,Nonanal,,NA,NA,Nonanal,TSP
usgs,1,Octanal,,NA,NA,Octanal,
usgs,1,"Propane, 1,1,2,2-tetrafluoro-",,NA,NA,"Propane, 1,1,2,2-tetrafluoro-",creatinine corrected
usgs,1,Cis-2-Butene,,NA,NA,Cis-2-Butene,
usgs,1,"Benzene, 1-nitro-2-(p-methylphenyl ethynyl)",,NA,NA,"Benzene, 1-nitro-2-",
usgs,1,Heptanal,,NA,NA,Heptanal,
usgs,1,1-Pentene,,NA,NA,1-Pentene,
usgs,1,Isobutene,,NA,NA,Isobutene,
usgs,1,Propyne,,NA,NA,Propyne,MEHPcreatinine corrected
usgs,1,"1-Butene, 3-methyl-",,NA,NA,"1-Butene, 3-methyl-",phylum cyanophyta
usgs,1,1-Hexene,,NA,NA,1-Hexene,choice list
usgs,1,"Cyclopropane, ethyl-",,NA,NA,"Cyclopropane, ethyl-",
usgs,1,1-Butene,,NA,NA,1-Butene,choice list
usgs,1,5-Methyl-2-hexene,,NA,NA,5-Methyl-2-hexene,
usgs,1,"1-Butyne, 3-chloro-3-methyl-",,NA,NA,"1-Butyne, 3-chloro-3-methyl-",
usgs,1,"cis-1,2-Dimethylcyclopropane",,NA,NA,"cis-1,2-Dimethylcyclopropane",
usgs,1,"2,3-Dichloroaniline",,NA,NA,"2,3-Dichloroaniline",
usgs,1,2-Ethylhexanol,,NA,NA,2-Ethylhexanol,choice list
usgs,1,Aminomethanesulfonic acid,,NA,NA,Aminomethanesulfonic acid,
usgs,1,Cysteic acid,,NA,NA,Cysteic acid,
usgs,1,"Silanol, trimethyl-",,NA,NA,"Silanol, trimethyl-",
usgs,1,"Silane, methoxytrimethyl-",,NA,NA,"Silane, methoxytrimethyl-",
usgs,1,1-Isobutoxy-2-ethylhexane,,NA,NA,1-Isobutoxy-2-ethylhexane,
usgs,1,"Hexanal, 2-ethyl-",,NA,NA,"Hexanal, 2-ethyl-",
usgs,1,"Heptane, 2,3,6-trimethyl-",,NA,NA,"Heptane, 2,3,6-trimethyl-",
usgs,1,"Oxirane, 2-(chloromethyl)-2-methyl",,NA,NA,"Oxirane, 2--2-methyl",min
usgs,1,2-Propyl-1-pentanol,,NA,NA,2-Propyl-1-pentanol,
usgs,1,Active channel width,,NA,NA,Active channel width,
usgs,,Odor type (choice list),,NA,NA,Odor type ,
usgs,1,Microcystins,,NA,NA,Microcystins,chloromethyl
usgs,,Hardness,,NA,NA,Hardness,
usgs,,Extractable organic matter (EOM),,NA,NA,Extractable organic matter ,
usgs,,Simultaneously extracted metals/acid volatile sulfides (Metals ESB based on Final Chron. Value for AVS (fOC)),,NA,NA,Simultaneously extracted metals/acid volatile sulfides (Metals ESB based on Final Chron. Value for AVS ),DnBP
usgs,,"Oxygen uptake, day",,NA,NA,"Oxygen uptake, day",stages 0-6imposex
usgs,,"Watershed, predominant surrounding land use",,NA,NA,"Watershed, predominant surrounding land use","1AR, 2R, 2as, 3S, 6R, 6aR, 7S, 7aS"
usgs,,Substrate - miscellaneous other,,NA,NA,Substrate - miscellaneous other,
usgs,1,"1H-Benzimidazole-5-sulfonic acid, 2-phenyl-",,NA,NA,"1H-Benzimidazole-5-sulfonic acid, 2-phenyl-",
usgs,1,Ethylparaben,,NA,NA,Ethylparaben,
usgs,1,Propylparaben,,NA,NA,Propylparaben,MEPcreatinine corrected
usgs,1,Vanillin,,NA,NA,Vanillin,
usgs,1,Ceftiofur,,NA,NA,Ceftiofur,
usgs,1,Clindamycin,,NA,NA,Clindamycin,
usgs,,"Condition class, chemical (acid neutralizing capacity)",,NA,NA,"Condition class, chemical ",+/-
usgs,1,Amoxicillin trihydrate,,NA,NA,Amoxicillin trihydrate,
usgs,1,Fluoxetine hydrochloride,,NA,NA,Fluoxetine hydrochloride,
usgs,,"Bacteria, iron reducing",,NA,NA,"Bacteria, iron reducing",
usgs,,"Bacteria, slime-forming",,NA,NA,"Bacteria, slime-forming",
usgs,1,m-Chlorophenol,,NA,NA,m-Chlorophenol,
usgs,,Oil range organics C28-C35,,NA,NA,Oil range organics C28-C35,
usgs,1,Clofibric acid,,NA,NA,Clofibric acid,
usgs,1,Acetyl norfentanyl,,NA,NA,Acetyl norfentanyl,
usgs,1,Carfentanil,,NA,NA,Carfentanil,
usgs,1,Norcarfentanil,,NA,NA,Norcarfentanil,TSP
usgs,1,.gamma.-Cyhalothrin,,NA,NA,.gamma.-Cyhalothrin,
usgs,1,d-trans-Allethrin,,NA,NA,d-trans-Allethrin,OH
usgs,1,Flumioxazin,,NA,NA,Flumioxazin,
usgs,1,Tide range,,NA,NA,Tide range,
usgs,1,Glufosinate-ammonium,,NA,NA,Glufosinate-ammonium,
usgs,1,Acesulfame,,NA,NA,Acesulfame,
usgs,1,"Monobutyltin***retired***use Stannanetriylium, butyl-",,NA,NA,"Monobutyltin***retired***use Stannanetriylium, butyl-",
usgs,1,Tributyltin***retired***use Tributlytin,,NA,NA,Tributyltin***retired***use Tributlytin,"4,6-dimetoxi-2-pirimidiniletilsulfonil"
usgs,1,2-Nitro-M-Xylene,,NA,NA,2-Nitro-M-Xylene,
usgs,1,PCB-107/109,,NA,NA,PCB-107/109,p p'p p'p p'o p'o p'o p'
usgs,1,PCB-108/112,,NA,NA,PCB-108/112,
usgs,1,PCB-111/115,,NA,NA,PCB-111/115,CB123
usgs,1,PCB-146/165,,NA,NA,PCB-146/165,
usgs,1,PCB-41/64/71/72,,NA,NA,PCB-41/64/71/72,
usgs,1,PCB-42/59,,NA,NA,PCB-42/59,CB28 CB52 CB101 CB118 CB138 CB153 CB180
usgs,1,PCB-48/75,,NA,NA,PCB-48/75,
usgs,1,PCB-85/116,,NA,NA,PCB-85/116,
usgs,1,(+)-cis-Permethrin,,NA,NA,#NAME?,
usgs,,Precipitation Last 24hrs (CA SWAMP) (choice list),,NA,NA,Precipitation Last 24hrs  ,creatinine corrected
usgs,,Large Woody Debris - LWD density (choice list),,NA,NA,Large Woody Debris - LWD density ,
usgs,,Stream Bed Color (choice list),,NA,NA,Stream Bed Color ,
usgs,1,"Phosphorus, hydrolyzable",,NA,NA,"Phosphorus, hydrolyzable",creatinine corrected
usgs,1,Perfluorohexadecanoic acid,,NA,NA,Perfluorohexadecanoic acid,
usgs,1,"Perfluoro[1,2-13C2]decanoic acid",,NA,NA,"Perfluoro[1,2-13C2]decanoic acid",
usgs,1,"Perfluoro[1,2-13C2]dodecanoic acid",,NA,NA,"Perfluoro[1,2-13C2]dodecanoic acid",
usgs,1,"Perfluoro[1,2-13C2]hexadecanoic acid",,NA,NA,"Perfluoro[1,2-13C2]hexadecanoic acid",
usgs,1,"Perfluoro[1,2-13C2]hexanoic acid",,NA,NA,"Perfluoro[1,2-13C2]hexanoic acid",
usgs,1,"Perfluoro[1,2-13C2]tetradecanoic acid",,NA,NA,"Perfluoro[1,2-13C2]tetradecanoic acid",
usgs,1,"Perfluoro[1,2-13C2]undecanoic acid",,NA,NA,"Perfluoro[1,2-13C2]undecanoic acid",
usgs,1,"Perfluoro[1,2,3,4-13C4]butanoic acid",,NA,NA,"Perfluoro[1,2,3,4-13C4]butanoic acid",
usgs,1,"Perfluoro[1,2,3,4-13C4]octanoic acid",,NA,NA,"Perfluoro[1,2,3,4-13C4]octanoic acid",
usgs,1,"Perfluoro[1,2,3,4,5-13C5]nonanoic acid",,NA,NA,"Perfluoro[1,2,3,4,5-13C5]nonanoic acid",
usgs,1,"Perfluoro[1,2,3,4,5,6,7-13C7]undecanoic acid",,NA,NA,"Perfluoro[1,2,3,4,5,6,7-13C7]undecanoic acid",
usgs,1,"Perfluoro[1,2,3,4,6-13C5]hexanoic acid",,NA,NA,"Perfluoro[1,2,3,4,6-13C5]hexanoic acid",
