"name","reported_chemical_name","reported_casrn"
"ca_airmon","Dimethoate",NA
"ca_airmon","Dimethoate OA",NA
"ca_airmon","Diuron",NA
"ca_airmon","EPTC",NA
"ca_airmon","Endosulfan",NA
"ca_airmon","Endosulfan Sulfate",NA
"ca_airmon","Iprodione",NA
"ca_airmon","MITC",NA
"ca_airmon","Malathion",NA
"ca_airmon","Malathion OA",NA
"ca_airmon","Methidathion",NA
"ca_airmon","Methyl Bromide",NA
"ca_airmon","Methyl Iodide",NA
"ca_airmon","Metolachlor",NA
"ca_airmon","Norflurazon",NA
"ca_airmon","Oryzalin",NA
"ca_airmon","Oxydemeton methyl",NA
"ca_airmon","Oxyfluorfen",NA
"ca_airmon","Permethrin",NA
"ca_airmon","Phosmet",NA
"ca_airmon","Propargite",NA
"ca_airmon","SSS-tributyltriphosphorotrithioate (DEF)",NA
"ca_airmon","Simazine",NA
"ca_airmon","Trifluralin",NA
"ca_airmon","cis-1,3-Dichloropropene",NA
"ca_airmon","pp-Dicofol",NA
"ca_airmon","t-1,3-Dichloropropene",NA
"carb","Chlorpyrifos",""
"carb","Diazinon",""
"carb","PM2.5",""
"carb","PM10",""
"carb","para-dichlorobenzene",""
"carb","Benzene",""
"carb","Perchloroethylene",""
"carb","Trichloroethylene",""
"carb","Styrene",""
"carb","1,1,1,-Trichloroethane",""
"carb","m,p - xylene",""
"carb","PM1.5",""
"carb","Lead",""
"ctd","1,1,1-trichloroethane","71-55-6"
"ctd","1,1,2,2-tetrachloroethane","79-34-5"
"ctd","1,12-benzoperylene","191-24-2"
"ctd","1,2,5,6-dibenzanthracene","53-70-3"
"ctd","1,2-dichloroethylene","540-59-0"
"ctd","1,3-butadiene","106-99-0"
"ctd","1,3-dichloro-1-propene","542-75-6"
"ctd","1,6-hexamethyleneaminoisocyanate","95566-41-9"
"ctd","1,6-hexamethylene diisocyanate","822-06-0"
"ctd","2,2',3,3',4,4',5,5',6-nonabromodiphenyl ether",""
"ctd","2,2',3,3',4,4',5,6,6'-nonabromodiphenyl ether",""
"ctd","2,2',3,3',4,4',5-heptachlorobiphenyl",""
"ctd","2,2',3,3',4,4',6,6'-octabromodiphenyl ether",""
"ctd","2,2',3,3',4,5,5',6,6'-nonabromodiphenyl ether",""
"ctd","2,2',3,4,4',5',6-heptabromodiphenyl ether",""
"ctd","2,2',3',4,4',5-hexachlorobiphenyl","35065-28-2"
"ctd","2,2',4,4',5,5'-hexabrominated diphenyl ether",""
"ctd","2,2',4,4',5-brominated diphenyl ether",""
"ctd","2,2',4,4',5-pentachlorobiphenyl",""
"ctd","2,2',4,4'-tetrabromodiphenyl ether",""
"ctd","2,2',4,5'-tetrabromodiphenyl ether",""
"ctd","2,3,3',4,4'-pentachlorobiphenyl",""
"ctd","2,3',4,4',5-pentachlorobiphenyl",""
"ctd","2,3,4,7,8-pentachlorodibenzofuran","57117-31-4"
"ctd","2,4,5,2',4',5'-hexachlorobiphenyl","35065-27-1"
"ctd","2,4,5,2',5'-pentachlorobiphenyl","37680-73-2"
"ctd","2,4-Dichlorophenoxyacetic Acid","94-75-7"
"ctd","2,4-dinitrotoluene","121-14-2"
"ctd","2,5,2',5'-tetrachlorobiphenyl","35693-99-3"
"ctd","2,6-diisocyanatotoluene","91-08-7"
"ctd","2-xylene","95-47-6"
"ctd","3,4,5,3',4',5'-hexachlorobiphenyl",""
"ctd","3,4,5,3',4'-pentachlorobiphenyl","57465-28-8"
"ctd","3-phenoxybenzoic acid",""
"ctd","3-xylene","108-38-3"
"ctd","4-xylene","106-42-3"
"ctd","4,4'-diphenylmethane diisocyanate","101-68-8"
"ctd","4-dichlorobenzene","106-46-7"
"ctd","Acetaldehyde","75-07-0"
"ctd","Acetates",""
"ctd","Acrylamide","79-06-1"
"ctd","Aerosols",""
"ctd","Aflatoxins",""
"ctd","Particulate Matter",""
"ctd","Air Pollutants",""
"ctd","Nitrogen Dioxide","10102-44-0"
"ctd","Nitric Oxide","10102-43-9"
"ctd","Carbon Monoxide","630-08-0"
"ctd","Soot",""
"ctd","Ozone","10028-15-6"
"ctd","Sulfur Dioxide","9/5/7446"
"ctd","Metals, Heavy",""
"ctd","1,1,1,2-tetrachloroethane","630-20-6"
"ctd","1,1,2-trichloroethane","79-00-5"
"ctd","2-butenal","4170-30-3"
"ctd","2-ethoxyethanol","110-80-5"
"ctd","2-ethylhexanol","104-76-7"
"ctd","2-phenylphenol","90-43-7"
"ctd","Acrolein","107-02-8"
"ctd","Acrylonitrile","107-13-1"
"ctd","Ammonia","7664-41-7"
"ctd","Arsenic","7440-38-2"
"ctd","Atrazine","1912-24-9"
"ctd","Benzaldehydes",""
"ctd","Benzene","71-43-2"
"ctd","Benzo(a)pyrene","50-32-8"
"ctd","benzyl chloride","100-44-7"
"ctd","Beryllium","7440-41-7"
"ctd","bromodichloromethane","75-27-4"
"ctd","bromoform","75-25-2"
"ctd","Cadmium","7440-43-9"
"ctd","Carbon Disulfide","75-15-0"
"ctd","Carbon Tetrachloride","56-23-5"
"ctd","chlorobenzene","108-90-7"
"ctd","chlorodibromomethane","124-48-1"
"ctd","Chloroform","67-66-3"
"ctd","Chromium","7440-47-3"
"ctd","cumene","98-82-8"
"ctd","Cyclohexane",""
"ctd","Diethylhexyl Phthalate","117-81-7"
"ctd","dioctyl adipate","103-23-1"
"ctd","Ethanol","64-17-5"
"ctd","ethylbenzene","100-41-4"
"ctd","Ethyl Chloride","75-00-3"
"ctd","Ethylene Dibromide","106-93-4"
"ctd","ethylene dichloride","107-06-2"
"ctd","Formaldehyde","50-00-0"
"ctd","hexachlorobutadiene","87-68-3"
"ctd","Manganese","7439-96-5"
"ctd","Mercury","7439-97-6"
"ctd","methyl cellosolve","109-86-4"
"ctd","Methyl Chloride","74-87-3"
"ctd","Methylene Chloride","75-09-2"
"ctd","methylethyl ketone","78-93-3"
"ctd","methyl isobutyl ketone","108-10-1"
"ctd","Methylmethacrylate","80-62-6"
"ctd","methyl tert-butyl ether","1634-04-4"
"ctd","naphthalene","91-20-3"
"ctd","n-butoxyethanol","111-76-2"
"ctd","Pentachlorophenol","87-86-5"
"ctd","Styrene","100-42-5"
"ctd","Tetrachloroethylene","127-18-4"
"ctd","tetrahydrofuran","109-99-9"
"ctd","Toluene","108-88-3"
"ctd","Trichloroethylene","79-01-6"
"ctd","Vinyl Chloride","75-01-4"
"ctd","vinylidene chloride","75-35-4"
"ctd","Xylenes",""
"ctd","Pyrethrins",""
"ctd","allyl chloride","107-05-1"
"ctd","Aluminum","7429-90-5"
"ctd","Amides",""
"ctd","Ammonium Compounds",""
"ctd","anthracene","120-12-7"
"ctd","Lead","7439-92-1"
"ctd","Antimony","7440-36-0"
"ctd","Arsenicals",""
"ctd","Asbestos, Amosite","12172-73-5"
"ctd","Asbestos, Amphibole",""
"ctd","Asbestos, Serpentine",""
"ctd","Barium","7440-39-3"
"ctd","Benomyl","17804-35-2"
"ctd","benz(a)anthracene","56-55-3"
"ctd","benzaldehyde","100-52-7"
"ctd","Benzimidazoles",""
"ctd","benzo(b)fluoranthene","205-99-2"
"ctd","benzo(e)pyrene","192-97-2"
"ctd","benzo(k)fluoranthene","207-08-9"
"ctd","beta-hexachlorocyclohexane",""
"ctd","bisphenol A","80-05-7"
"ctd","Biuret","108-19-0"
"ctd","bromodichloroacetic acid",""
"ctd","butylbenzyl phthalate","85-68-7"
"ctd","Cadmium Compounds",""
"ctd","Calcium","7440-70-2"
"ctd","Captan","133-06-2"
"ctd","Carbon","7440-44-0"
"ctd","Carbon Dioxide","124-38-9"
"ctd","Cesium","7440-46-2"
"ctd","Chlordan","12789-03-6"
"ctd","Chlorpyrifos","2921-88-2"
"ctd","3,5,6-trichloro-2-pyridinol","6515-38-4"
"ctd","chrysene","218-01-9"
"ctd","Cobalt","7440-48-4"
"ctd","Copper","7440-50-8"
"ctd","Cresols",""
"ctd","Cyanides",""
"ctd","Dichlorodiphenyl Dichloroethylene","72-55-9"
"ctd","DDT","50-29-3"
"ctd","decabromobiphenyl ether","1163-19-5"
"ctd","devrinol","15299-99-7"
"ctd","Diazinon","333-41-5"
"ctd","dibenz(b,f)(1,4)oxazepine","257-07-8"
"ctd","Polychlorinated Biphenyls",""
"ctd","Dibutyl Phthalate","84-74-2"
"ctd","Dichloroacetic Acid","79-43-6"
"ctd","Dicofol","115-32-2"
"ctd","diethyl phthalate","84-66-2"
"ctd","diisobutyl phthalate","84-69-5"
"ctd","diisodecyl phthalate","26761-40-0"
"ctd","diisononyl phthalate","28553-12-0"
"ctd","Dimethoate","60-51-5"
"ctd","Dioxins",""
"ctd","Disinfectants",""
"ctd","Thiazoles",""
"ctd","1,2-benzisothiazoline-3-one","2634-33-5"
"ctd","2-Propanol","67-63-0"
"ctd","Benzalkonium Compounds",""
"ctd","Benzoates",""
"ctd","bronopol","52-51-7"
"ctd","chloroacetamide","79-07-2"
"ctd","d,d-T80-prallethrin","23031-36-9"
"ctd","Dichlorvos","62-73-7"
"ctd","Glutaral","111-30-8"
"ctd","Hydrogen Peroxide","7722-84-1"
"ctd","phenoxyethanol","122-99-6"
"ctd","phoxim",""
"ctd","picaridin",""
"ctd","Sodium Hypochlorite","7681-52-9"
"ctd","trichloroisocyanuric acid",""
"ctd","Triclosan","3380-34-5"
"ctd","troclosene","2782-57-2"
"ctd","Disulfoton","298-04-4"
"ctd","Dust",""
"ctd","Halogenated Diphenyl Ethers",""
"ctd","Endocrine Disruptors",""
"ctd","mono(2-ethyl-5-oxohexyl)phthalate","40321-98-0"
"ctd","mono(2-ethyl-5-hydroxyhexyl) phthalate",""
"ctd","Endosulfan","115-29-7"
"ctd","Endotoxins",""
"ctd","Estradiol","50-28-2"
"ctd","Estrogens",""
"ctd","Ethylene Oxide","75-21-8"
"ctd","ethyl isocyanate","109-90-0"
"ctd","Flame Retardants",""
"ctd","fluoranthene","206-44-0"
"ctd","Fluorides",""
"ctd","Fungicides, Industrial",""
"ctd","Gallium","7440-55-3"
"ctd","Gasoline",""
"ctd","glycidamide",""
"ctd","Bromine","7726-95-6"
"ctd","hexabrominated diphenyl ether 153",""
"ctd","Herbicides",""
"ctd","hexabromodiphenyl ether 154",""
"ctd","Hexachlorobenzene","118-74-1"
"ctd","hexachloroethane","67-72-1"
"ctd","Hexanes",""
"ctd","hydrazine","302-01-2"
"ctd","Hydrocarbons",""
"ctd","Hydrocarbons, Brominated",""
"ctd","Hydrogen Sulfide","6/4/7783"
"ctd","indeno(1,2,3-cd)pyrene","193-39-5"
"ctd","Indium","7440-74-6"
"ctd","Insecticides",""
"ctd","Iodine","7553-56-2"
"ctd","Iron","7439-89-6"
"ctd","Isocyanates",""
"ctd","isophorone diisocyanate","4098-71-9"
"ctd","Lindane","58-89-9"
"ctd","Lithium","7439-93-2"
"ctd","Magnesium","7439-95-4"
"ctd","Malathion","121-75-5"
"ctd","Manganese Compounds",""
"ctd","Mercury Compounds",""
"ctd","Methane","74-82-8"
"ctd","Methomyl","16752-77-5"
"ctd","methyl bromide","74-83-9"
"ctd","methyl carbamate","598-55-0"
"ctd","methyl demeton",""
"ctd","methyl isocyanate","624-83-9"
"ctd","Methylmercury Compounds",""
"ctd","methylparaben","99-76-3"
"ctd","Molybdenum","7439-98-7"
"ctd","mono-(2-ethylhexyl)phthalate","4376-20-9"
"ctd","mono-benzyl phthalate","2528-16-7"
"ctd","monobutyl phthalate","131-70-4"
"ctd","monoethyl phthalate",""
"ctd","Mustard Gas","505-60-2"
"ctd","Naled","300-76-5"
"ctd","Nickel","7440-02-0"
"ctd","Nicotine",""
"ctd","Nitrates",""
"ctd","Nitrogen Oxides",""
"ctd","nonachlor","3734-49-4"
"ctd","Omite","2312-35-8"
"ctd","Organic Chemicals",""
"ctd","Organophosphorus Compounds",""
"ctd","8-isoprostaglandin F1alpha",""
"ctd","Vehicle Emissions",""
"ctd","PCB 180",""
"ctd","pentabrominated diphenyl ether 100",""
"ctd","pentabromodiphenyl ether","32534-81-9"
"ctd","perchlorate",""
"ctd","perfluorodecanoic acid","335-76-2"
"ctd","perfluorododecanoic acid",""
"ctd","perfluorohexanesulfonic acid","355-46-4"
"ctd","perfluorononanoic acid",""
"ctd","perfluorooctanoic acid","335-67-1"
"ctd","perfluoroundecanoic acid",""
"ctd","Permethrin","52645-53-1"
"ctd","Peruvian balsam","8007-00-9"
"ctd","Pesticides",""
"ctd","acephate","30560-19-1"
"ctd","Carbamates",""
"ctd","Carcinogens",""
"ctd","Hydrocarbons, Chlorinated",""
"ctd","Diuron","330-54-1"
"ctd","oryzalin","19044-88-3"
"ctd","Simazine","122-34-9"
"ctd","Cholinesterase Inhibitors",""
"ctd","phenanthrene","85-01-8"
"ctd","phenothrin",""
"ctd","phenyl isocyanate","103-71-9"
"ctd","Phosphorus","7723-14-0"
"ctd","mono-isobutyl phthalate",""
"ctd","monomethyl phthalate",""
"ctd","Piperonyl Butoxide","51-03-6"
"ctd","Platinum","6/4/7440"
"ctd","Polybrominated Biphenyls",""
"ctd","Polycyclic Aromatic Hydrocarbons",""
"ctd","polycyclic aromatic hydrocarbons-DNA adduct",""
"ctd","Potassium","9/7/7440"
"ctd","Propolis","9009-62-5"
"ctd","propylene dichloride","78-87-5"
"ctd","Propylene Glycol","57-55-6"
"ctd","pyrene","129-00-0"
"ctd","Radioactive Fallout",""
"ctd","Radioactive Pollutants",""
"ctd","Radon","10043-92-2"
"ctd","resmethrin",""
"ctd","Rodenticides",""
"ctd","Sarin","107-44-8"
"ctd","Selenic Acid",""
"ctd","Selenium","7782-49-2"
"ctd","Selenium Compounds",""
"ctd","Silicon","7440-21-3"
"ctd","Silicon Dioxide","7631-86-9"
"ctd","Smoke",""
"ctd","Sodium","7440-23-5"
"ctd","Strontium","7440-24-6"
"ctd","Sulfates",""
"ctd","Sulfur","7704-34-9"
"ctd","teriflunomide",""
"ctd","Thallium","7440-28-0"
"ctd","Thimerosal","54-64-8"
"ctd","Titanium","7440-32-6"
"ctd","Tobacco Smoke Pollution",""
"ctd","Toluene 2,4-Diisocyanate","584-84-9"
"ctd","tribromodiphenyl ether 28",""
"ctd","Trichloroacetic Acid","76-03-9"
"ctd","Trifluralin","1582-09-8"
"ctd","Trihalomethanes",""
"ctd","Tungsten","7440-33-7"
"ctd","Uranium","7440-61-1"
"ctd","Vanadium","7440-62-2"
"ctd","vendex","13356-08-6"
"ctd","Vitamin D","1406-16-2"
"ctd","Volatile Organic Compounds",""
"ctd","Waste Water",""
"ctd","Water Pollutants, Chemical",""
"ctd","Zinc","7440-66-6"
"ctd","4-nonylphenol","104-40-5"
"ctd","di-n-propylphthalate","131-16-8"
"ctd","2,3,3',4,4',5-hexachlorobiphenyl","38380-08-4"
"ctd","2,3,4,2',3',4'-hexachlorobiphenyl","38380-07-3"
"ctd","2,3,4,4'5-pentachlorobiphenyl",""
"ctd","2,4,4',5-tetrachlorobiphenyl",""
"ctd","2,4,4'-trichlorobiphenyl","7012-37-5"
"ctd","2,3,7,8-tetrachlorodibenzofuran","51207-31-9"
"ctd","Dieldrin","60-57-1"
"ctd","1,2,3,4,6,7,8-heptachlorodibenzodioxin","35822-46-9"
"ctd","1,2,3,4,7,8-hexachlorodibenzodioxin","39227-28-6"
"ctd","1,2,3,6,7,8-hexachlorodibenzodioxin","57653-85-7"
"ctd","1,2,3,7,8-pentachlorodibenzo-p-dioxin","40321-76-4"
"ctd","octachlorodibenzo-4-dioxin","3268-87-9"
"ctd","Tetrachlorodibenzodioxin","1746-01-6"
"ctd","oxychlordane","27304-13-8"
"ctd","alpha-hexachlorocyclohexane","319-84-6"
"ctd","1-Butanol","71-36-3"
"ctd","1-methylphenanthrene","832-69-9"
"ctd","2-dichlorobenzene","95-50-1"
"ctd","2-ethylhexyltetrabromobenzoate",""
"ctd","2-heptenal","2463-63-0"
"ctd","2-methylphenanthrene","2531-84-2"
"ctd","8-2 fluorotelomer alcohol",""
"ctd","Acetone","67-64-1"
"ctd","Chlorides",""
"ctd","quinoline","91-22-5"
"ctd","Chromium Compounds",""
"ctd","Coke",""
"ctd","propionaldehyde","123-38-6"
"ctd","Nitrites",""
"ctd","Chlorine","7782-50-5"
"ctd","Aldehydes",""
"ctd","alpha-pinene","80-56-8"
"ctd","arsenic trioxide","1327-53-3"
"ctd","bis(2-ethylhexyl) 2,3,4,5-tetrabromophthalate",""
"ctd","butyraldehyde","123-72-8"
"ctd","caprylic aldehyde","124-13-0"
"ctd","chromium hexavalent ion","18540-29-9"
"ctd","decanaldehyde","112-31-2"
"ctd","ethylene glycol monoethyl ether acetate","111-15-9"
"ctd","2-ethylhexyl 2,3,4,5-tetrabromobenzoate",""
"ctd","formic acid",""
"ctd","Furaldehyde","98-01-1"
"ctd","heptanal","111-71-7"
"ctd","hopane","471-62-5"
"ctd","2-(N-ethylperfluorooctanesulfonamido)ethyl alcohol",""
"ctd","Hydrocarbons, Fluorinated",""
"ctd","Hydrochloric Acid","7647-01-0"
"ctd","isoprene","78-79-5"
"ctd","Methanol","67-56-1"
"ctd","methyl acetate","79-20-9"
"ctd","Monoterpenes",""
"ctd","n-hexanal","66-25-1"
"ctd","n-hexane","110-54-3"
"ctd","nonanal","124-19-6"
"ctd","tri-(2-chloroisopropyl)phosphate","13674-84-5"
"ctd","triphenyl phosphate","115-86-6"
"ctd","tris(1,3-dichloro-2-propyl)phosphate","13674-87-8"
"ctd","1,6-anhydro-beta-glucopyranose",""
"ctd","pentanal","110-62-3"
"ctd","Methyl Parathion","298-00-0"
"ctd","Carbaryl","63-25-2"
"ctd","folpet","133-07-3"
"ctd","Propoxur","114-26-1"
"ctd","Methoxychlor","72-43-5"
"ctd","Aldrin","309-00-2"
"ctd","Heptachlor","76-44-8"
"ctd","cyfluthrin","68359-37-5"
"ctd","Endrin","72-20-8"
"ctd","Quaternary Ammonium Compounds",""
"ctd","sulfuric acid","7664-93-9"
"ctd","Terpenes",""
"ctd","tris(1-chloro-2-propyl)phosphate",""
"ctd","tris(chloroethyl)phosphate",""
"ctd","beta-pinene","127-91-3"
"ctd","limonene","138-86-3"
"ctd","4-ethyltoluene","622-96-8"
"ctd","decane","124-18-5"
"ctd","ethyl acetate","141-78-6"
"ctd","Heptanes",""
"ctd","n-dodecane","112-40-3"
"ctd","nonane","111-84-2"
"ctd","octane","111-65-9"
"ctd","pseudocumene","95-63-6"
"ctd","tridecane","629-50-5"
"ctd","undecane","1120-21-4"
"ctd","benzyl acetate","140-11-4"
"ctd","Eugenol","97-53-0"
"ctd","galaxolide","1222-05-5"
"ctd","linalool","78-70-6"
"ctd","methylionone","1335-46-2"
"ctd","methyl salicylate","119-36-8"
"ctd","Phenyl Ethers",""
"ctd","Phenylethyl Alcohol","60-12-8"
"ctd","pichtosin","125-12-2"
"ctd","Solvents",""
"ctd","2,2,4-trimethylpentane","540-84-1"
"ctd","acenaphthene","83-32-9"
"ctd","Bos d 2 allergen",""
"ctd","2,4-dihydroxybenzophenone","131-56-6"
"ctd","2,3-dibromopropanol","96-13-9"
"ctd","tetrachloroisophthalonitrile","1897-45-6"
"ctd","Dichlorodiphenyldichloroethane","72-54-8"
"ctd","prometone","1610-18-0"
"ctd","bendiocarb","22781-23-3"
"ctd","dicyclohexyl phthalate","84-61-7"
"ctd","4-phenylphenol","92-69-3"
"ctd","butylphen","98-54-4"
"ctd","4-nitrophenol","100-02-7"
"ctd","2,4-dichlorophenol","120-83-2"
"ctd","ethyl-p-hydroxybenzoate","120-47-8"
"ctd","butylparaben","94-26-8"
"ctd","fluorene","86-73-7"
"ctd","Azinphosmethyl","86-50-0"
"ctd","azinphosmethyl oxon","961-22-8"
"ctd","O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate","5598-15-2"
"ctd","pentane","109-66-0"
"ctd","Sulfur Oxides",""
"ctd","Nitrous Oxide","10024-97-2"
"ctd","Chlorofluorocarbons",""
"ctd","Fluorine","7782-41-4"
"ctd","Fluorine Compounds",""
"ctd","trichlorobenzene","12002-48-1"
"ctd","Chlorine Compounds",""
"ctd","Hydrogen Cyanide","74-90-8"
"ctd","Vanadium Compounds",""
"ctd","Zinc Compounds",""
"ctd","Benzene Derivatives",""
"ctd","Alkanes",""
"ctd","1-naphthol","90-15-3"
"ctd","2-naphthol","135-19-3"
"ctd","2,5-dichlorophenol","583-78-8"
"ctd","Carbofuran","1563-66-2"
"ctd","diethyl phosphate","598-02-7"
"ctd","dimethyl phosphate","813-78-5"
"ctd","O,O-dimethyl phosphorothionate","1112-38-5"
"ctd","Testosterone","58-22-0"
"ctd","Androstenedione","63-05-8"
"ctd","17-alpha-Hydroxyprogesterone","68-96-2"
"ctd","Progesterone","57-83-0"
"ctd","Hydrocortisone","50-23-7"
"ctd","Dehydroepiandrosterone Sulfate","651-48-9"
"ctd","propylparaben","94-13-3"
"ctd","oxybenzone","131-57-7"
"ctd","triclocarban","101-20-2"
"ctd","Caffeine","58-08-2"
"ctd","1,2,3,4,7,8-hexachlorodibenzofuran","70648-26-9"
"ctd","2,2',3,3',4,6'-hexachlorobiphenyl","38380-05-1"
"ctd","2,2',3,4',5',6-hexachlorobiphenyl",""
"ctd","2,2',3,5,5',6-hexachlorobiphenyl","52663-63-5"
"ctd","2,2',3,5',6-pentachlorobiphenyl","38379-99-6"
"ctd","2,3-didehydro-5-O-mycaminosyl-23-O-acetyltylonolide",""
"ctd","2-toluidine","95-53-4"
"ctd","3-toluidine","108-44-1"
"ctd","4-toluidine","106-49-0"
"ctd","Amino Acids",""
"ctd","aflatoxin B1-lysine adduct",""
"ctd","Benzofurans",""
"ctd","Boron","7440-42-8"
"ctd","Blood Glucose",""
"ctd","Chlordecone","143-50-0"
"ctd","Cotinine","486-56-6"
"ctd","decachlorobiphenyl","2051-24-3"
"ctd","Dibenzofurans, Polychlorinated",""
"ctd","Heterocyclic Compounds",""
"ctd","Polychlorinated Dibenzodioxins",""
"ctd","perfluorooctane sulfonic acid","1763-23-1"
"ctd","Folic Acid","59-30-3"
"ctd","glyphosate","1071-83-6"
"ctd","Gold","7440-57-5"
"ctd","harman","486-84-0"
"ctd","Thyroxine","7488-70-2"
"ctd","zinc protoporphyrin","15442-64-5"
"ctd","Bilirubin","635-65-4"
"ctd","Uric Acid","69-93-2"
"ctd","alpha-Tocopherol","59-02-9"
"ctd","Lipid Peroxides",""
"ctd","Mirex","2385-85-5"
"ctd","aroclor 1260","11096-82-5"
"ctd","Bromides",""
"ctd","2,4',5-trichlorobiphenyl","16606-02-3"
"ctd","3,4,3',4'-tetrachlorobiphenyl",""
"ctd","Rubidium","7440-17-7"
"ctd","Silver","7440-22-4"
"ctd","Benzoic Acid",""
"ctd","1,2,3-trichloropropane","96-18-4"
"ctd","Tantalum","7440-25-7"
"ctd","Tin","7440-31-5"
"ctd","Vitamin B 12","68-19-9"
"ctd","Calcifediol","19356-17-3"
"ctd","2,5-dimethylfuran","625-86-5"
"ctd","DEET","134-62-3"
"ctd","dicloran",""
"ctd","dimethyl 2,3,5,6-tetrachloroterephthalate","1861-32-1"
"ctd","Estriol","50-27-1"
"ctd","Estrone","53-16-7"
"ctd","Dehydroepiandrosterone","53-43-0"
"ctd","Cortisone","53-06-5"
"ctd","Gadolinium","7440-54-2"
"ctd","PBB 153",""
"ctd","Heptachlor Epoxide","1024-57-3"
"ctd","metolachlor","51218-45-2"
"ctd","Triiodothyronine","2/3/6893"
"ctd","Thyrotropin","9002-71-5"
"ctd","decamethylcyclopentasiloxane",""
"ctd","octamethylcyclotetrasiloxane","556-67-2"
"ctd","arsenic acid","7778-39-4"
"ctd","arsenite","15502-74-6"
"ctd","Cacodylic Acid","75-60-5"
"ctd","dimethylarsinous acid",""
"ctd","methylarsonite",""
"ctd","monomethylarsonic acid","124-58-3"
"ctd","musk xylene","81-15-2"
"ctd","diethanolamine","111-42-2"
"ctd","musk ketone","81-14-1"
"ctd","1,2-bis(2,4,6-tribromophenoxy)ethane",""
"ctd","1-nitropyrene","5522-43-0"
"ctd","2,3,4,5,6-pentabromoethylbenzene",""
"ctd","2,3,4,5,6-pentabromotoluene","87-83-2"
"ctd","4,6-dimethyldibenzothiophene",""
"ctd","4-nitrotoluene","99-99-0"
"ctd","acenaphthylene","208-96-8"
"ctd","Aflatoxin B1","1162-65-8"
"ctd","alachlor","15972-60-8"
"ctd","allyl 2,4,6-tribromophenyl ether",""
"ctd","Aminobenzoates",""
"ctd","Antigens, Bacterial",""
"ctd","Antigens, Dermatophagoides",""
"ctd","Antigens, Fungal",""
"ctd","Antigens, Plant",""
"ctd","benzo(j)fluoranthene","205-82-3"
"ctd","Benzopyrans",""
"ctd","benzothiophene","11095-43-5"
"ctd","beta-Glucans",""
"ctd","cyanazine","21725-46-2"
"ctd","cypermethrin","52315-07-8"
"ctd","decabromodiphenyl ethane",""
"ctd","dibenzo(a,e)pyrene","192-65-4"
"ctd","dibenzothiophene","132-65-0"
"ctd","dimethyl phthalate","131-11-3"
"ctd","di-n-hexyl phthalate","84-75-3"
"ctd","di-n-octyl phthalate","117-84-0"
"ctd","di-n-pentyl phthalate","131-18-0"
"ctd","4-octylphenol","1806-26-4"
"ctd","4-cumylphenol",""
"ctd","Fluorocarbons",""
"ctd","iprodione","36734-19-7"
"ctd","hexabromobenzene","87-82-1"
"ctd","hexabromocyclododecane","25637-99-4"
"ctd","hexadecafluoro-nonanoic acid","76-21-1"
"ctd","Phosmet","732-11-6"
"ctd","nitrofen",""
"ctd","octylmethoxycinnamate",""
"ctd","Parathion","56-38-2"
"ctd","perfluorobutane",""
"ctd","perfluorobutyric acid","375-22-4"
"ctd","perfluoroheptanoic acid",""
"ctd","perfluorohexanoic acid",""
"ctd","bifenthrin","82657-04-3"
"ctd","Allethrin","584-79-2"
"ctd","decamethrin","52820-00-5"
"ctd","diazoxon","962-58-3"
"ctd","Tetrachlorvinphos","22248-79-9"
"ctd","fenvalerate","51630-58-1"
"ctd","Phenanthrenes",""
"ctd","Phthalic Acids",""
"ctd","tetrabromobisphenol A","79-94-7"
"ctd","Tetrahydronaphthalenes",""
"ctd","tris(2,3-dibromopropyl)phosphate","126-72-7"
"ctd","2,4,5,2',4',5'-hexabromobiphenyl","59080-40-9"
"ctd","2-ethylhexyldiphenylphosphate","1241-94-7"
"ctd","dechlorane plus",""
"ctd","Tritolyl Phosphates",""
"ctd","triethyl phosphate","78-40-0"
"ctd","tris(2-ethylhexyl)phosphate","78-42-2"
"ctd","tris(2-butoxyethyl) phosphate","78-51-3"
"ctd","hexachlorocyclopentadienyl-dibromocyclooctane",""
"ctd","tributyl phosphate","126-73-8"
"ctd","bentazone","25057-89-0"
"ctd","pendimethalin","40487-42-1"
"ctd","Dicamba","1918-00-9"
"ctd","fluazifop-butyl","69806-50-4"
"ctd","acetochlor","34256-82-1"
"ctd","benzophenone","119-61-9"
"ctd","benzothiazole","95-16-9"
"ctd","benzotriazole","27556-51-0"
"ctd","2,3-pentanedione","600-14-6"
"ctd","2,5-dimethylpyrazine","123-32-0"
"ctd","2,6-lutidine","108-48-5"
"ctd","2-acetylpyrrole","1072-83-9"
"ctd","5-methyl-2-furfural","620-02-0"
"ctd","Acetoin","513-86-0"
"ctd","cyclotene","80-71-7"
"ctd","Diacetyl","431-03-8"
"ctd","diethyl succinate","123-25-1"
"ctd","ethyl acetoacetate","141-97-9"
"ctd","ethyl lactate","97-64-3"
"ctd","ethyl maltol","11/8/4940"
"ctd","ethyl vanillin","121-32-4"
"ctd","furaneol","3658-77-3"
"ctd","gamma-valerolactone","108-29-2"
"ctd","maltol","118-71-8"
"ctd","Menthol","1490-04-6"
"ctd","menthone","89-80-5"
"ctd","methyl cinnamate","103-26-4"
"ctd","methylheptenone","110-93-0"
"ctd","pyridine","110-86-1"
"ctd","tetramethylpyrazine","1124-11-4"
