,DSSTox_Source_Record_Id,external_id,reported_chemical_name,reported_casrn,DSSTox_Substance_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_InChIKey,Structure_Formula
6816,DTXRID6016343595,nhanes-206,Di-p-cresylphosphate (DpCP) (creatinine corrected),NA,DTXSID70233262,"Phosphoric acid, bis(4-methylphenyl) ester",843-24-3,Single Compound,PLUDEAUQZKPAIN-UHFFFAOYSA-N,C14H15O4P
6817,DTXRID4016343596,nhanes-207,Diphenyl phosphate (DPhP),NA,DTXSID1048207,Diphenyl phosphate,838-85-7,Single Compound,ASMQGLCHMVWBQR-UHFFFAOYSA-N,C12H11O4P
6818,DTXRID2016343597,nhanes-208,Diphenyl phosphate (DPhP) (creatinine corrected),NA,DTXSID1048207,Diphenyl phosphate,838-85-7,Single Compound,ASMQGLCHMVWBQR-UHFFFAOYSA-N,C12H11O4P
6819,DTXRID0016343598,nhanes-209,Enterodiol,NA,DTXSID0047876,(-)-Enterodiol,80226-00-2,Single Compound,DWONJCNDULPHLV-HOTGVXAUSA-N,C18H22O4
6820,DTXRID8016343599,nhanes-210,Enterodiol (creatinine corrected),NA,DTXSID0047876,(-)-Enterodiol,80226-00-2,Single Compound,DWONJCNDULPHLV-HOTGVXAUSA-N,C18H22O4
6821,DTXRID9016343600,nhanes-211,Enterolactone,NA,DTXSID0048183,Enterolactone,78473-71-9,Single Compound,HVDGDHBAMCBBLR-WMLDXEAASA-N,C18H18O4
6822,DTXRID7016343601,nhanes-212,Enterolactone (creatinine corrected),NA,DTXSID0048183,Enterolactone,78473-71-9,Single Compound,HVDGDHBAMCBBLR-WMLDXEAASA-N,C18H18O4
6823,DTXRID5016343602,nhanes-213,Equol,NA,DTXSID0022309,Equol,531-95-3,Single Compound,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,C15H14O3
6824,DTXRID3016343603,nhanes-214,Equol (creatinine corrected),NA,DTXSID0022309,Equol,531-95-3,Single Compound,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,C15H14O3
6825,DTXRID1016343604,nhanes-215,Ethametsulfuron-methyl,NA,DTXSID9034573,Ethametsulfuron-methyl,97780-06-8,Single Compound,ZINJLDJMHCUBIP-UHFFFAOYSA-N,C15H18N6O6S
6826,DTXRID9016343605,nhanes-216,Ethametsulfuron-methyl (creatinine corrected),NA,DTXSID9034573,Ethametsulfuron-methyl,97780-06-8,Single Compound,ZINJLDJMHCUBIP-UHFFFAOYSA-N,C15H18N6O6S
6827,DTXRID7016343606,nhanes-217,Ethyl Acetate,NA,DTXSID1022001,Ethyl acetate,141-78-6,Single Compound,XEKOWRVHYACXOJ-UHFFFAOYSA-N,C4H8O2
6828,DTXRID5016343607,nhanes-218,Ethyl Mercury,NA,DTXSID40166937,Ethyl mercury,16056-37-4,Single Compound,PJDVOLYULHZZAG-UHFFFAOYSA-N,C2H5Hg
6829,DTXRID3016343608,nhanes-219,Ethyl paraben,NA,DTXSID9022528,Ethylparaben,120-47-8,Single Compound,NUVBSKCKDOMJSU-UHFFFAOYSA-N,C9H10O3
6830,DTXRID1016343609,nhanes-220,Ethyl paraben (creatinine corrected),NA,DTXSID9022528,Ethylparaben,120-47-8,Single Compound,NUVBSKCKDOMJSU-UHFFFAOYSA-N,C9H10O3
6831,DTXRID6016343610,nhanes-221,Ethylbenzene,NA,DTXSID3020596,Ethylbenzene,100-41-4,Single Compound,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,C8H10
6832,DTXRID4016343611,nhanes-222,Ethylene thiourea,NA,DTXSID5020601,Ethylene thiourea,96-45-7,Single Compound,PDQAZBWRQCGBEV-UHFFFAOYSA-N,C3H6N2S
6833,DTXRID2016343612,nhanes-223,Ethylene thiourea (creatinine corrected),NA,DTXSID5020601,Ethylene thiourea,96-45-7,Single Compound,PDQAZBWRQCGBEV-UHFFFAOYSA-N,C3H6N2S
6834,DTXRID0016343613,nhanes-224,Foramsulfuron,NA,DTXSID7034753,Foramsulfuron,173159-57-4,Single Compound,PXDNXJSDGQBLKS-UHFFFAOYSA-N,C17H20N6O7S
6835,DTXRID8016343614,nhanes-225,Foramsulfuron (creatinine corrected),NA,DTXSID7034753,Foramsulfuron,173159-57-4,Single Compound,PXDNXJSDGQBLKS-UHFFFAOYSA-N,C17H20N6O7S
6836,DTXRID6016343615,nhanes-226,Furan,NA,DTXSID6020646,Furan,110-00-9,Single Compound,YLQBMQCUIZJEEH-UHFFFAOYSA-N,C4H4O
6837,DTXRID4016343616,nhanes-227,Genistein,NA,DTXSID5022308,Genistein,446-72-0,Single Compound,TZBJGXHYKVUXJN-UHFFFAOYSA-N,C15H10O5
6838,DTXRID2016343617,nhanes-228,Genistein (creatinine corrected),NA,DTXSID5022308,Genistein,446-72-0,Single Compound,TZBJGXHYKVUXJN-UHFFFAOYSA-N,C15H10O5
6839,DTXRID0016343618,nhanes-229,Glycidamide,NA,DTXSID2031374,Glycidamide,5694-00-8,Mixture of Stereoisomers,FMAZQSYXRGRESX-UHFFFAOYNA-N,C3H5NO2
6840,DTXRID8016343619,nhanes-230,Halosulfuron,NA,DTXSID3074947,Halosulfuron,135397-30-7,Single Compound,LXKOADMMGWXPJQ-UHFFFAOYSA-N,C12H13ClN6O7S
6841,DTXRID3016343620,nhanes-231,Halosulfuron (creatinine corrected),NA,DTXSID3074947,Halosulfuron,135397-30-7,Single Compound,LXKOADMMGWXPJQ-UHFFFAOYSA-N,C12H13ClN6O7S
6842,DTXRID1016343621,nhanes-232,Heptane,NA,DTXSID6024127,Heptane,142-82-5,Single Compound,IMNFDUFMRHMDMM-UHFFFAOYSA-N,C7H16
6843,DTXRID9016343622,nhanes-233,Hexachloroethane,NA,DTXSID7020689,Hexachloroethane,67-72-1,Single Compound,VHHHONWQHHHLTI-UHFFFAOYSA-N,C2Cl6
6844,DTXRID7016343623,nhanes-234,Hexane,NA,DTXSID0021917,n-Hexane,110-54-3,Single Compound,VLKZOEOYAKHREP-UHFFFAOYSA-N,C6H14
6845,DTXRID5016343624,nhanes-235,Hydroxycotinine,NA,DTXSID60436881,Hydroxycotinine,205246-48-6,Single Compound,XOKCJXZZNAUIQN-IENPIDJESA-N,C10H12N2O2
6846,DTXRID3016343625,nhanes-236,Inorganic Mercury,NA,DTXSID1024172,Mercury,7439-97-6,Single Compound,QSHDDOUJBYECFT-UHFFFAOYSA-N,Hg
6847,DTXRID1016343626,nhanes-237,Inorganic-related Arsenic Species,NA,NA,NA,NA,NA,NA,NA
6848,DTXRID9016343627,nhanes-238,Inorganic-related Arsenic Species (creatinine corrected),NA,DTXSID1020439,"2,4-Dichlorophenol",120-83-2,Single Compound,HFZWRUODUSTPEG-UHFFFAOYSA-N,C6H4Cl2O
6849,DTXRID7016343628,nhanes-239,Isopropylbenzene (Cumene),NA,DTXSID1021827,Cumene,98-82-8,Single Compound,RWGFKTVRMDUZSP-UHFFFAOYSA-N,C9H12
6850,DTXRID5016343629,nhanes-240,Lead,NA,DTXSID2024161,Lead,7439-92-1,Single Compound,WABPQHHGFIMREM-UHFFFAOYSA-N,Pb
6851,DTXRID0016343630,nhanes-241,Lead (creatinine corrected),NA,DTXSID2024161,Lead,7439-92-1,Single Compound,WABPQHHGFIMREM-UHFFFAOYSA-N,Pb
6852,DTXRID8016343631,nhanes-242,m-/p-Xylene,NA,DTXSID80109469,"m,p-Xylene",179601-23-1,Mixture/Formulation,NA,NA
6853,DTXRID6016343632,nhanes-243,Malathion dicarboxylic acid,NA,DTXSID7052739,Malathion dicarboxylic Acid,1190-28-9,Single Compound,NIUNKPWHNGMQRE-UHFFFAOYNA-N,C6H11O6PS2
6854,DTXRID4016343633,nhanes-244,Malathion dicarboxylic acid (creatinine corrected),NA,DTXSID7052739,Malathion dicarboxylic Acid,1190-28-9,Single Compound,NIUNKPWHNGMQRE-UHFFFAOYNA-N,C6H11O6PS2
6855,DTXRID2016343634,nhanes-245,Mandelic acid,NA,DTXSID6023234,Mandelic acid,90-64-2,Mixture of Stereoisomers,IWYDHOAUDWTVEP-UHFFFAOYNA-N,C8H8O3
6856,DTXRID0016343635,nhanes-246,Mandelic acid (creatinine corrected),NA,DTXSID6023234,Mandelic acid,90-64-2,Mixture of Stereoisomers,IWYDHOAUDWTVEP-UHFFFAOYNA-N,C8H8O3
6857,DTXRID8016343636,nhanes-247,Manganese,NA,DTXSID2024169,Manganese,7439-96-5,Single Compound,PWHULOQIROXLJO-UHFFFAOYSA-N,Mn
6858,DTXRID6016343637,nhanes-248,Manganese (creatinine corrected),NA,DTXSID2024169,Manganese,7439-96-5,Single Compound,PWHULOQIROXLJO-UHFFFAOYSA-N,Mn
6859,DTXRID4016343638,nhanes-249,Mercury,NA,DTXSID1024172,Mercury,7439-97-6,Single Compound,QSHDDOUJBYECFT-UHFFFAOYSA-N,Hg
6860,DTXRID2016343639,nhanes-250,Mercury (creatinine corrected),NA,DTXSID1024172,Mercury,7439-97-6,Single Compound,QSHDDOUJBYECFT-UHFFFAOYSA-N,Hg
6861,DTXRID7016343640,nhanes-251,Mesosulfuron-methyl,NA,DTXSID6034712,Mesosulfuron-methyl,208465-21-8,Single Compound,NIFKBBMCXCMCAO-UHFFFAOYSA-N,C17H21N5O9S2
6862,DTXRID5016343641,nhanes-252,Mesosulfuron-methyl (creatinine corrected),NA,DTXSID6034712,Mesosulfuron-methyl,208465-21-8,Single Compound,NIFKBBMCXCMCAO-UHFFFAOYSA-N,C17H21N5O9S2
6863,DTXRID3016343642,nhanes-253,Methamidophos (2003 \x96 2008) Also a metaboli,NA,DTXSID6024177,Methamidophos,10265-92-6,Single Compound,NNKVPIKMPCQWCG-UHFFFAOYNA-N,C2H8NO2PS
6864,DTXRID1016343643,nhanes-254,Methamidophos (creatinine corrected) (2003 \x96 2008) Also a metaboli,NA,DTXSID6024177,Methamidophos,10265-92-6,Single Compound,NNKVPIKMPCQWCG-UHFFFAOYNA-N,C2H8NO2PS
6865,DTXRID9016343644,nhanes-255,Methyl Mercury,NA,DTXSID2031615,Methyl mercury,16056-34-1,Single Compound,JJWSNOOGIUMOEE-UHFFFAOYSA-N,CH3Hg
6866,DTXRID7016343645,nhanes-256,Methyl paraben,NA,DTXSID4022529,Methylparaben,99-76-3,Single Compound,LXCFILQKKLGQFO-UHFFFAOYSA-N,C8H8O3
6867,DTXRID5016343646,nhanes-257,Methyl paraben (creatinine corrected),NA,DTXSID4022529,Methylparaben,99-76-3,Single Compound,LXCFILQKKLGQFO-UHFFFAOYSA-N,C8H8O3
6868,DTXRID3016343647,nhanes-258,Methylcyclopentane,NA,DTXSID3025590,Methylcyclopentane,96-37-7,Single Compound,GDOPTJXRTPNYNR-UHFFFAOYSA-N,C6H12
6869,DTXRID1016343648,nhanes-259,Methyl-tert-Butyl Ether (MTBE),NA,DTXSID3020833,Methyl tert-butyl ether,1634-04-4,Single Compound,BZLVMXJERCGZMT-UHFFFAOYSA-N,C5H12O
6870,DTXRID9016343649,nhanes-260,Metsulfuron-methyl,NA,DTXSID6023864,Metsulfuron-methyl,74223-64-6,Single Compound,RSMUVYRMZCOLBH-UHFFFAOYSA-N,C14H15N5O6S
6871,DTXRID4016343650,nhanes-261,Metsulfuron-methyl (creatinine corrected),NA,DTXSID6023864,Metsulfuron-methyl,74223-64-6,Single Compound,RSMUVYRMZCOLBH-UHFFFAOYSA-N,C14H15N5O6S
6872,DTXRID2016343651,nhanes-262,Molybdenum,NA,DTXSID1024207,Molybdenum,7439-98-7,Single Compound,ZOKXTWBITQBERF-UHFFFAOYSA-N,Mo
6873,DTXRID0016343652,nhanes-263,Molybdenum (creatinine corrected),NA,DTXSID1024207,Molybdenum,7439-98-7,Single Compound,ZOKXTWBITQBERF-UHFFFAOYSA-N,Mo
6874,DTXRID8016343653,nhanes-264,Mono-(2-ethyl-5-carboxypentyl) phthalate (MECPP),NA,DTXSID20873152,Mono(2-ethyl-5-carboxypentyl) phthalate,40809-41-4,Mixture of Stereoisomers,XFGRNAPKLGXDGF-UHFFFAOYNA-N,C16H20O6
6875,DTXRID6016343654,nhanes-265,Mono-(2-ethyl-5-carboxypentyl) phthalate (MECPP) (creatinine corrected),NA,DTXSID20873152,Mono(2-ethyl-5-carboxypentyl) phthalate,40809-41-4,Mixture of Stereoisomers,XFGRNAPKLGXDGF-UHFFFAOYNA-N,C16H20O6
6876,DTXRID4016343655,nhanes-266,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),NA,DTXSID50873160,Mono-2-ethyl-5-hydroxyhexyl phthalate,40321-99-1,Mixture of Stereoisomers,RYPQSGURZSTFSX-UHFFFAOYNA-N,C16H22O5
6877,DTXRID2016343656,nhanes-267,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) (creatinine corrected),NA,DTXSID50873160,Mono-2-ethyl-5-hydroxyhexyl phthalate,40321-99-1,Mixture of Stereoisomers,RYPQSGURZSTFSX-UHFFFAOYNA-N,C16H22O5
6878,DTXRID0016343657,nhanes-268,Mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP),NA,DTXSID00865994,Mono(2-ethyl-5-oxohexyl)phthalate,40321-98-0,Mixture of Stereoisomers,HCWNFKHKKHNSSL-UHFFFAOYNA-N,C16H20O5
6879,DTXRID8016343658,nhanes-269,Mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP) (creatinine corrected),NA,DTXSID00865994,Mono(2-ethyl-5-oxohexyl)phthalate,40321-98-0,Mixture of Stereoisomers,HCWNFKHKKHNSSL-UHFFFAOYNA-N,C16H20O5
6880,DTXRID6016343659,nhanes-270,Mono-(3-carboxypropyl) phthalate (MCPP),NA,DTXSID8052726,Mono(3-carboxypropyl)phthalate,66851-46-5,Single Compound,IYTPMLIWBZMBSL-UHFFFAOYSA-N,C12H12O6
6881,DTXRID1016343660,nhanes-271,Mono-(3-carboxypropyl) phthalate (MCPP) (creatinine corrected),NA,DTXSID8052726,Mono(3-carboxypropyl)phthalate,66851-46-5,Single Compound,IYTPMLIWBZMBSL-UHFFFAOYSA-N,C12H12O6
6882,DTXRID9016343661,nhanes-272,Mono-(carboxynonyl) phthalate (MCNP),NA,DTXSID60873156,Monocarboxynonyl phthalate,1373125-93-9,Mixture of Stereoisomers,RELGYNUSJXUKGN-UHFFFAOYNA-N,C18H24O6
6883,DTXRID7016343662,nhanes-273,Mono-(carboxynonyl) phthalate (MCNP) (creatinine corrected),NA,DTXSID60873156,Monocarboxynonyl phthalate,1373125-93-9,Mixture of Stereoisomers,RELGYNUSJXUKGN-UHFFFAOYNA-N,C18H24O6
6884,DTXRID5016343663,nhanes-274,Mono-(carboxyoctyl) phthalate (MCOP),NA,DTXSID00873155,Monocarboxyoctyl phthalate,1923895-92-4,Mixture of Stereoisomers,JJZDVFQRUJRRSA-UHFFFAOYNA-N,C17H22O6
6885,DTXRID3016343664,nhanes-275,Mono-(carboxyoctyl) phthalate (MCOP) (creatinine corrected),NA,DTXSID00873155,Monocarboxyoctyl phthalate,1923895-92-4,Mixture of Stereoisomers,JJZDVFQRUJRRSA-UHFFFAOYNA-N,C17H22O6
6886,DTXRID1016343665,nhanes-276,Mono-2-ethylhexyl phthalate (MEHP),NA,DTXSID2025680,MEHP,4376-20-9,Mixture of Stereoisomers,DJDSLBVSSOQSLW-UHFFFAOYNA-N,C16H22O4
6887,DTXRID9016343666,nhanes-277,Mono-2-ethylhexyl phthalate (MEHP) (creatinine corrected),NA,DTXSID2025680,MEHP,4376-20-9,Mixture of Stereoisomers,DJDSLBVSSOQSLW-UHFFFAOYNA-N,C16H22O4
6888,DTXRID7016343667,nhanes-278,Mono-2-methyl-2-hydroxypropyl phthalate (MHiBP),NA,DTXSID70794808,2-[(2-Hydroxy-2-methylpropoxy)carbonyl]benzoate,64339-39-5,Single Compound,LTLINVWNJJAVGH-UHFFFAOYSA-M,C12H13O5
6889,DTXRID5016343668,nhanes-279,Mono-2-methyl-2-hydroxypropyl phthalate (MHiBP) (creatinine corrected),NA,DTXSID70794808,2-[(2-Hydroxy-2-methylpropoxy)carbonyl]benzoate,64339-39-5,Single Compound,LTLINVWNJJAVGH-UHFFFAOYSA-M,C12H13O5
6890,DTXRID3016343669,nhanes-280,Mono-3-hydroxybutyl phthalate (MHBP),NA,DTXSID601027746,Mono-3-hydroxybutyl phthalate,NOCAS_1027746,Mixture of Stereoisomers,CTDCWBUTXCPHAM-UHFFFAOYNA-N,C12H14O5
6891,DTXRID8016343670,nhanes-281,Mono-3-hydroxybutyl phthalate (MHBP) (creatinine corrected),NA,DTXSID601027746,Mono-3-hydroxybutyl phthalate,NOCAS_1027746,Mixture of Stereoisomers,CTDCWBUTXCPHAM-UHFFFAOYNA-N,C12H14O5
6892,DTXRID6016343671,nhanes-282,Mono-benzyl phthalate (MBzP),NA,DTXSID9043938,Monobenzyl phthalate,2528-16-7,Single Compound,XIKIUQUXDNHBFR-UHFFFAOYSA-N,C15H12O4
6893,DTXRID4016343672,nhanes-283,Mono-benzyl phthalate (MBzP) (creatinine corrected),NA,DTXSID9043938,Monobenzyl phthalate,2528-16-7,Single Compound,XIKIUQUXDNHBFR-UHFFFAOYSA-N,C15H12O4
6894,DTXRID2016343673,nhanes-284,Mono-cyclohexyl phthalate (MCHP),NA,DTXSID3052729,Monocyclohexyl phthalate,7517-36-4,Single Compound,PMDKYLLIOLFQPO-UHFFFAOYSA-N,C14H16O4
6895,DTXRID0016343674,nhanes-285,Mono-cyclohexyl phthalate (MCHP) (creatinine corrected),NA,DTXSID3052729,Monocyclohexyl phthalate,7517-36-4,Single Compound,PMDKYLLIOLFQPO-UHFFFAOYSA-N,C14H16O4
6896,DTXRID8016343675,nhanes-286,Mono-ethyl phthalate (MEP),NA,DTXSID4032613,Fenitrothion,122-14-5,Single Compound,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,C9H12NO5PS
6897,DTXRID6016343676,nhanes-287,Mono-ethyl phthalate (MEP) (creatinine corrected),NA,DTXSID3052696,Monoethyl phthalate,2306-33-4,Single Compound,YWWHKOHZGJFMIE-UHFFFAOYSA-N,C10H10O4
6898,DTXRID4016343677,nhanes-288,Mono-isobutyl phthalate (MiBP),NA,DTXSID5052701,Monoisobutyl phthalate,30833-53-5,Single Compound,RZJSUWQGFCHNFS-UHFFFAOYSA-N,C12H14O4
6899,DTXRID2016343678,nhanes-289,Mono-isobutyl phthalate (MiBP) (creatinine corrected),NA,DTXSID5052701,Monoisobutyl phthalate,30833-53-5,Single Compound,RZJSUWQGFCHNFS-UHFFFAOYSA-N,C12H14O4
6900,DTXRID0016343679,nhanes-290,Mono-isononyl phthalate (MiNP),NA,DTXSID20873157,Monoisononyl phthalate,519056-28-1,Mixture/Formulation,NA,NA
6901,DTXRID5016343680,nhanes-291,Mono-isononyl phthalate (MiNP) (creatinine corrected),NA,DTXSID20873157,Monoisononyl phthalate,519056-28-1,Mixture/Formulation,NA,NA
6902,DTXRID3016343681,nhanes-292,Mono-methyl phthalate (MMP),NA,DTXSID9040001,Monomethyl phthalate,4376-18-5,Single Compound,FNJSWIPFHMKRAT-UHFFFAOYSA-N,C9H8O4
6903,DTXRID1016343682,nhanes-293,Mono-methyl phthalate (MMP) (creatinine corrected),NA,DTXSID9040001,Monomethyl phthalate,4376-18-5,Single Compound,FNJSWIPFHMKRAT-UHFFFAOYSA-N,C9H8O4
6904,DTXRID9016343683,nhanes-294,Monomethylarsonic acid,NA,DTXSID4020903,Methylarsonic acid,124-58-3,Single Compound,QYPPRTNMGCREIM-UHFFFAOYSA-N,CH5AsO3
6905,DTXRID7016343684,nhanes-295,Monomethylarsonic acid (creatinine corrected),NA,DTXSID4020903,Methylarsonic acid,124-58-3,Single Compound,QYPPRTNMGCREIM-UHFFFAOYSA-N,CH5AsO3
6906,DTXRID5016343685,nhanes-296,Mono-n-butyl phthalate (MnBP),NA,DTXSID4040002,Monobutyl phthalate,131-70-4,Single Compound,YZBOVSFWWNVKRJ-UHFFFAOYSA-N,C12H14O4
6907,DTXRID3016343686,nhanes-297,Mono-n-butyl phthalate (MnBP) (creatinine corrected),NA,DTXSID4040002,Monobutyl phthalate,131-70-4,Single Compound,YZBOVSFWWNVKRJ-UHFFFAOYSA-N,C12H14O4
6908,DTXRID1016343687,nhanes-298,Mono-n-octyl phthalate (MOP),NA,DTXSID4052714,Octyl hydrogen phthalate,5393-19-1,Single Compound,PKIYFBICNICNGJ-UHFFFAOYSA-N,C16H22O4
6909,DTXRID9016343688,nhanes-299,Mono-n-octyl phthalate (MOP) (creatinine corrected),NA,DTXSID4052714,Octyl hydrogen phthalate,5393-19-1,Single Compound,PKIYFBICNICNGJ-UHFFFAOYSA-N,C16H22O4
6910,DTXRID7016343689,nhanes-300,N;N-Diethyl-3-(hydroxymethyl) benzamide (DHMB),NA,DTXSID70222550,"Benzamide, N,N-diethyl-3-(hydroxymethyl)-",72236-22-7,Single Compound,FRZJZRVZZNTMAW-UHFFFAOYSA-N,C12H17NO2
6911,DTXRID2016343690,nhanes-301,N;N-Diethyl-3-(hydroxymethyl) benzamide (DHMB) (creatinine corrected),NA,DTXSID70222550,"Benzamide, N,N-diethyl-3-(hydroxymethyl)-",72236-22-7,Single Compound,FRZJZRVZZNTMAW-UHFFFAOYSA-N,C12H17NO2
6912,DTXRID0016343691,nhanes-302,N;N-diethyl-meta-toluamide (DEET),NA,DTXSID2021995,DEET,134-62-3,Single Compound,MMOXZBCLCQITDF-UHFFFAOYSA-N,C12H17NO
6913,DTXRID8016343692,nhanes-303,N;N-diethyl-meta-toluamide (DEET) (creatinine corrected),NA,DTXSID2021995,DEET,134-62-3,Single Compound,MMOXZBCLCQITDF-UHFFFAOYSA-N,C12H17NO
6914,DTXRID6016343693,nhanes-304,N-Acetyl-S-(1;2-dichlorovinyl)-L-cysteine,NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6915,DTXRID4016343694,nhanes-305,N-Acetyl-S-(1;2-dichlorovinyl)-L-cysteine (creatinine corrected),NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6916,DTXRID2016343695,nhanes-306,N-Acetyl-S-(1-hydroxymethyl-2-propenyl)-L-cysteine,NA,DTXSID70932440,S-(1-Hydroxybut-3-en-2-yl)-N-(1-hydroxyethylidene)cysteine,144889-51-0,Single Compound,CVFXMLXLNNEEJM-MQWKRIRWSA-N,C9H15NO4S
6917,DTXRID0016343696,nhanes-307,N-Acetyl-S-(1-hydroxymethyl-2-propenyl)-L-cysteine (creatinine corrected),NA,DTXSID70932440,S-(1-Hydroxybut-3-en-2-yl)-N-(1-hydroxyethylidene)cysteine,144889-51-0,Single Compound,CVFXMLXLNNEEJM-MQWKRIRWSA-N,C9H15NO4S
6918,DTXRID8016343697,nhanes-308,N-Acetyl-S-(2;2-dichlorovinyl)-L-cysteine,NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6919,DTXRID6016343698,nhanes-309,N-Acetyl-S-(2;2-dichlorovinyl)-L-cysteine (creatinine corrected),NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6920,DTXRID4016343699,nhanes-310,N-Acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine,NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6921,DTXRID5016343700,nhanes-311,N-Acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine (creatinine corrected),NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
6922,DTXRID3016343701,nhanes-312,N-Acetyl-S-(2-carbamoylethyl)-L-cysteine,NA,DTXSID30920489,N-Acetyl-S-(3-amino-3-oxopropyl)cysteine,81690-92-8,Single Compound,GGBCHNJZQQEQRX-LURJTMIESA-N,C8H14N2O4S
6923,DTXRID1016343702,nhanes-313,N-Acetyl-S-(2-carbamoylethyl)-L-cysteine (creatinine corrected),NA,DTXSID30920489,N-Acetyl-S-(3-amino-3-oxopropyl)cysteine,81690-92-8,Single Compound,GGBCHNJZQQEQRX-LURJTMIESA-N,C8H14N2O4S
6924,DTXRID9016343703,nhanes-314,N-Acetyl-S-(2-carboxyethyl)-L-cysteine,NA,DTXSID60966198,S-(2-Carboxyethyl)-N-(1-hydroxyethylidene)cysteine,51868-61-2,Single Compound,CLQPFBSYILTXKI-LURJTMIESA-N,C8H13NO5S
6925,DTXRID7016343704,nhanes-315,N-Acetyl-S-(2-carboxyethyl)-L-cysteine (creatinine corrected),NA,DTXSID60966198,S-(2-Carboxyethyl)-N-(1-hydroxyethylidene)cysteine,51868-61-2,Single Compound,CLQPFBSYILTXKI-LURJTMIESA-N,C8H13NO5S
6926,DTXRID5016343705,nhanes-316,N-Acetyl-S-(2-cyanoethyl)-L-cysteine,NA,DTXSID70996027,S-(2-Cyanoethyl)-N-(1-hydroxyethylidene)cysteine,74514-75-3,Single Compound,VDKVYEUEJCNDHM-ZETCQYMHSA-N,C8H12N2O3S
6927,DTXRID3016343706,nhanes-317,N-Acetyl-S-(2-cyanoethyl)-L-cysteine (creatinine corrected),NA,DTXSID70996027,S-(2-Cyanoethyl)-N-(1-hydroxyethylidene)cysteine,74514-75-3,Single Compound,VDKVYEUEJCNDHM-ZETCQYMHSA-N,C8H12N2O3S
6928,DTXRID1016343707,nhanes-318,N-Acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine,NA,DTXSID70675527,N-Acetyl-S-(2-hydroxybut-3-en-1-yl)-L-cysteine,159092-64-5,Single Compound,FKFOCGZWTJHIGU-MQWKRIRWSA-N,C9H15NO4S
6929,DTXRID9016343708,nhanes-319,N-Acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (creatinine corrected),NA,DTXSID70675527,N-Acetyl-S-(2-hydroxybut-3-en-1-yl)-L-cysteine,159092-64-5,Single Compound,FKFOCGZWTJHIGU-MQWKRIRWSA-N,C9H15NO4S
6930,DTXRID7016343709,nhanes-320,N-Acetyl-S-(2-hydroxyethyl)-L-cysteine,NA,DTXSID00914077,N-Acetyl-S-(2-hydroxyethyl)-L-cysteine,15060-26-1,Single Compound,NAYOYSKSFGMFOB-LURJTMIESA-N,C7H13NO4S
6931,DTXRID2016343710,nhanes-321,N-Acetyl-S-(2-hydroxyethyl)-L-cysteine (creatinine corrected),NA,DTXSID00914077,N-Acetyl-S-(2-hydroxyethyl)-L-cysteine,15060-26-1,Single Compound,NAYOYSKSFGMFOB-LURJTMIESA-N,C7H13NO4S
6932,DTXRID0016343711,nhanes-322,N-Acetyl-S-(2-hydroxypropyl)-L-cysteine,NA,DTXSID50919259,N-(1-Hydroxyethylidene)-S-(2-hydroxypropyl)cysteine,923-43-3,Single Compound,FGOZBZPHEMIBIQ-MSZQBOFLSA-N,C8H15NO4S
6933,DTXRID8016343712,nhanes-323,N-Acetyl-S-(2-hydroxypropyl)-L-cysteine (creatinine corrected),NA,DTXSID90894753,S-Benzyl-N-acetyl-L-cysteine,19542-77-9,Single Compound,BJUXDERNWYKSIQ-NSHDSACASA-N,C12H15NO3S
